INSTNM,CITY,STABBR,TUITIONFEE_IN,TUITIONFEE_OUT,GraduationRate
University of Mount Union,Alliance,OH,35400.0,35400.0,0.6487
Mount Vernon Nazarene University,Mount Vernon,OH,35524.0,35524.0,0.6364
Mount St. Joseph University,Cincinnati,OH,36650.0,36650.0,0.5471
Zane State College,Zanesville,OH,5856.0,11466.0,0.5297
Muskingum University,New Concord,OH,31440.0,31440.0,0.5273
North Central State College,Mansfield,OH,4624.0,9102.0,0.3418
Notre Dame College,Cleveland,OH,32606.0,32606.0,0.3663
University of Northwestern Ohio,Lima,OH,12930.0,12930.0,0.5415
Oberlin College,Oberlin,OH,64646.0,64646.0,0.7948
Ohio Dominican University,Columbus,OH,34370.0,34370.0,0.479
Ohio Northern University,Ada,OH,37800.0,37800.0,0.7418
Ohio State University-Lima Campus,Lima,OH,9212.0,34718.0,0.181
Ohio State University-Mansfield Campus,Mansfield,OH,9212.0,34718.0,0.1406
Ohio State University-Marion Campus,Marion,OH,9212.0,34718.0,0.2566
Ohio State University-Newark Campus,Newark,OH,9212.0,34718.0,0.3088
Ohio State University-Main Campus,Columbus,OH,12859.0,38365.0,0.8773
Ohio University-Eastern Campus,Saint Clairsville,OH,6178.0,9170.0,0.2
Ohio University-Chillicothe Campus,Chillicothe,OH,6178.0,9170.0,0.1213
Ohio University-Southern Campus,Ironton,OH,6178.0,9170.0,0.1929
Ohio University-Lancaster Campus,Lancaster,OH,6178.0,9170.0,0.1371
Ohio University-Main Campus,Athens,OH,13746.0,24114.0,0.6644
Ohio University-Zanesville Campus,Zanesville,OH,6178.0,9170.0,0.177
Ohio Wesleyan University,Delaware,OH,52357.0,52357.0,0.6174
Otterbein University,Westerville,OH,34899.0,34899.0,0.6895
Pontifical College Josephinum,Columbus,OH,27829.0,27829.0,0.2727
Professional Skills Institute,Maumee,OH,14920.0,14920.0,0.6739
Rabbinical College Telshe,Wickliffe,OH,17900.0,17900.0,0.5333
University of Rio Grande,Rio Grande,OH,20560.0,20560.0,0.3216
The Modern College of Design,Kettering,OH,30548.0,30548.0,0.6195
Shawnee State University,Portsmouth,OH,9622.0,16157.0,0.4298
Sinclair Community College,Dayton,OH,3435.0,8316.0,0.3186
Franciscan University of Steubenville,Steubenville,OH,32630.0,32630.0,0.7709
Tiffin University,Tiffin,OH,32400.0,32400.0,0.4295
University of Toledo,Toledo,OH,12377.0,21737.0,0.5563
Ursuline College,Pepper Pike,OH,37860.0,37860.0,0.5325
Walsh University,North Canton,OH,34595.0,34595.0,0.6169
Washington State Community College,Marietta,OH,4128.0,4152.0,0.3211
Wilberforce University,Wilberforce,OH,14776.0,14776.0,0.1597
Wilmington College,Wilmington,OH,30962.0,30962.0,0.5508
Wittenberg University,Springfield,OH,44602.0,44602.0,0.5382
The College of Wooster,Wooster,OH,59550.0,59550.0,0.7356
Wright State University-Main Campus,Dayton,OH,11188.0,20606.0,0.4586
Wright State University-Lake Campus,Celina,OH,7504.0,16922.0,0.4247
Xavier University,Cincinnati,OH,48125.0,48125.0,0.705
Youngstown State University,Youngstown,OH,10791.0,11151.0,0.5291
Bacone College,Muskogee,OK,15060.0,15060.0,0.0239
Oklahoma Wesleyan University,Bartlesville,OK,31466.0,31466.0,0.2843
Southern Nazarene University,Bethany,OK,29600.0,29600.0,0.4879
Cameron University,Lawton,OK,6900.0,16320.0,0.2154
University of Central Oklahoma,Edmond,OK,8522.0,19409.0,0.375
East Central University,Ada,OK,8032.0,17542.0,0.3274
Randall University,Moore,OK,17322.0,17322.0,0.2055
Langston University,Langston,OK,6728.0,14255.0,0.175
Spartan College of Aeronautics and Technology,Tulsa,OK,18828.0,18828.0,0.6047
Northeastern State University,Tahlequah,OK,7513.0,16633.0,0.372
Northwestern Oklahoma State University,Alva,OK,5970.0,11664.0,0.3542
Oklahoma Christian University,Edmond,OK,25900.0,25900.0,0.5517
Oklahoma Panhandle State University,Goodwell,OK,7922.0,8673.0,0.2613
Oklahoma State University-Main Campus,Stillwater,OK,10234.0,25754.0,0.6589
Oklahoma State University-Oklahoma City,Oklahoma City,OK,3779.0,9564.0,0.1321
Oklahoma Baptist University,Shawnee,OK,34050.0,34050.0,0.4973
Oklahoma City University,Oklahoma City,OK,33586.0,33586.0,0.6419
University of Oklahoma-Norman Campus,Norman,OK,9595.0,26665.0,0.753
Oklahoma State University Institute of Technology,Okmulgee,OK,5774.0,11384.0,0.4215
Oral Roberts University,Tulsa,OK,34100.0,34100.0,0.539
Rogers State University,Claremore,OK,7392.0,15176.0,0.2541
University of Science and Arts of Oklahoma,Chickasha,OK,9000.0,20190.0,0.3626
Southeastern Oklahoma State University,Durant,OK,7200.0,16410.0,0.3333
Southwestern Christian University,Bethany,OK,21316.0,21316.0,0.1271
Southwestern Oklahoma State University,Weatherford,OK,8295.0,8325.0,0.3471
University of Tulsa,Tulsa,OK,48602.0,48602.0,0.7331
Chemeketa Community College,Salem,OR,6210.0,13905.0,0.2215
Eastern Oregon University,La Grande,OR,10671.0,24621.0,0.3662
New Hope Christian College-Eugene,Eugene,OR,17620.0,17620.0,0.25
George Fox University,Newberg,OR,40940.0,40940.0,0.6868
Lewis & Clark College,Portland,OR,62350.0,62350.0,0.7124
Linfield University,McMinnville,OR,49530.0,49530.0,0.6515
Mount Angel Seminary,Saint Benedict,OR,29694.0,29694.0,0.3333
Mt Hood Community College,Gresham,OR,5175.0,9675.0,0.2605
Multnomah University,Portland,OR,30310.0,30310.0,0.5082
Bushnell University,Eugene,OR,34740.0,34740.0,0.6176
Oregon Institute of Technology,Klamath Falls,OR,12687.0,35592.0,0.5908
Oregon State University,Corvallis,OR,13494.0,35664.0,0.7063
University of Oregon,Eugene,OR,15669.0,43302.0,0.7148
Pacific Northwest College of Art,Portland,OR,47126.0,47126.0,0.4568
Pacific University,Forest Grove,OR,54466.0,54466.0,0.6478
Portland State University,Portland,OR,11238.0,30138.0,0.5313
University of Portland,Portland,OR,54900.0,54900.0,0.8042
Reed College,Portland,OR,67020.0,67020.0,0.7592
Southern Oregon University,Ashland,OR,12093.0,30723.0,0.4418
Warner Pacific University,Portland,OR,21010.0,21010.0,0.8209
Corban University,Salem,OR,37208.0,37208.0,0.6103
Willamette University,Salem,OR,48268.0,48268.0,0.7273
Western Oregon University,Monmouth,OR,11025.0,30735.0,0.4483
Bryn Athyn College of the New Church,Bryn Athyn,PA,27804.0,27804.0,0.4632
Albright College,Reading,PA,28794.0,28794.0,0.4215
Allegheny College,Meadville,PA,54960.0,54960.0,0.6653
DeSales University,Center Valley,PA,44800.0,44800.0,0.7102
Alvernia University,Reading,PA,42810.0,42810.0,0.5849
Clarks Summit University,Clarks Summit,PA,32400.0,32400.0,0.5417
Arcadia University,Glenside,PA,48290.0,48290.0,0.6401
Bryn Mawr College,Bryn Mawr,PA,62560.0,62560.0,0.8559
Bucknell University,Lewisburg,PA,64772.0,64772.0,0.8623
Cabrini University,Radnor,PA,35815.0,35815.0,0.5052
Carlow University,Pittsburgh,PA,34502.0,34502.0,0.5519
Carnegie Mellon University,Pittsburgh,PA,63829.0,63829.0,0.9252
Cedar Crest College,Allentown,PA,44934.0,44934.0,0.5822
Central Penn College,Summerdale,PA,19404.0,19404.0,0.3889
Chatham University,Pittsburgh,PA,43810.0,43810.0,0.662
Chestnut Hill College,Philadelphia,PA,39410.0,39410.0,0.561
Cheyney University of Pennsylvania,Cheyney,PA,10904.0,18870.0,0.1616
Curtis Institute of Music,Philadelphia,PA,6000.0,6000.0,0.9474
Delaware Valley University,Doylestown,PA,43300.0,43300.0,0.522
Dickinson College,Carlisle,PA,63475.0,63475.0,0.8342
Drexel University,Philadelphia,PA,60663.0,60663.0,0.7712
Duquesne University,Pittsburgh,PA,47146.0,47146.0,0.7555
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,11036.0,19002.0,0.4383
Eastern University,Saint Davids,PA,37420.0,37420.0,0.5596
Elizabethtown College,Elizabethtown,PA,36842.0,36842.0,0.7707
Franklin and Marshall College,Lancaster,PA,68380.0,68380.0,0.8602
Gannon University,Erie,PA,37951.0,37951.0,0.6954
Geneva College,Beaver Falls,PA,33610.0,33610.0,0.6146
Gettysburg College,Gettysburg,PA,64230.0,64230.0,0.8273
Grove City College,Grove City,PA,20890.0,20890.0,0.7972
Gwynedd Mercy University,Gwynedd Valley,PA,38310.0,38310.0,0.5849
Haverford College,Haverford,PA,68300.0,68300.0,0.894
Holy Family University,Philadelphia,PA,33968.0,33968.0,0.6039
Immaculata University,Immaculata,PA,28550.0,28550.0,0.6447
Indiana University of Pennsylvania-Main Campus,Indiana,PA,11380.0,16297.0,0.5239
Juniata College,Huntingdon,PA,56402.0,56402.0,0.6891
Keystone College,La Plume,PA,17850.0,17850.0,0.4116
King's College,Wilkes-Barre,PA,42600.0,42600.0,0.601
Kutztown University of Pennsylvania,Kutztown,PA,11230.0,16434.0,0.5411
La Roche University,Pittsburgh,PA,33120.0,33120.0,0.5766
La Salle University,Philadelphia,PA,35570.0,35570.0,0.579
Lackawanna College,Scranton,PA,17950.0,17950.0,0.3773
Lafayette College,Easton,PA,62574.0,62574.0,0.8805
Lancaster Bible College,Lancaster,PA,29990.0,29990.0,0.7143
Lebanon Valley College,Annville,PA,50320.0,50320.0,0.7251
Lehigh University,Bethlehem,PA,62180.0,62180.0,0.8921
Lincoln University,Lincoln University,PA,12512.0,19384.0,0.5212
Lycoming College,Williamsport,PA,47675.0,47675.0,0.5957
Manor College,Jenkintown,PA,19964.0,19964.0,0.2442
Marywood University,Scranton,PA,39570.0,39570.0,0.7252
Mercyhurst University,Erie,PA,44510.0,44510.0,0.5873
Messiah University,Mechanicsburg,PA,40640.0,40640.0,0.785
Millersville University of Pennsylvania,Millersville,PA,12262.0,16232.0,0.544
Misericordia University,Dallas,PA,38370.0,38370.0,0.692
Moore College of Art and Design,Philadelphia,PA,50279.0,50279.0,0.6344
Moravian University,Bethlehem,PA,52000.0,52000.0,0.7107
Mount Aloysius College,Cresson,PA,26156.0,26156.0,0.5556
Muhlenberg College,Allentown,PA,60240.0,60240.0,0.8025
Neumann University,Aston,PA,37300.0,37300.0,0.4611
Pennsylvania Institute of Technology,Media,PA,14445.0,14445.0,0.3258
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,15944.0,26668.0,0.457
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,14380.0,23872.0,0.2443
Pennsylvania State University-Penn State Shenango,Sharon,PA,14002.0,23310.0,0.2295
Pennsylvania State University-Penn State Wilkes-Barre,Dallas,PA,14258.0,23750.0,0.1667
Pennsylvania State University-Penn State Scranton,Dunmore,PA,15180.0,25118.0,0.3189
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,15180.0,25118.0,0.1736
Pennsylvania State University-Penn State Altoona,Altoona,PA,15944.0,26668.0,0.1784
Pennsylvania State University-Penn State Beaver,Monaca,PA,14380.0,23872.0,0.212
Pennsylvania State University-Penn State Berks,Reading,PA,15944.0,26668.0,0.2441
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,15944.0,26668.0,0.2926
Pennsylvania State University-Penn State Brandywine,Media,PA,15180.0,25118.0,0.2133
Pennsylvania State University-Penn State DuBois,DuBois,PA,14380.0,23872.0,0.2901
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,14380.0,23872.0,0.3352
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,15180.0,25118.0,0.1791
Pennsylvania State University-Main Campus,University Park,PA,20234.0,40188.0,0.8568
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,14380.0,23872.0,0.2743
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,14380.0,23872.0,0.2512
Pennsylvania State University-Penn State Abington,Abington,PA,15240.0,25388.0,0.2222
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,15180.0,25118.0,0.2069
Pennsylvania State University-Penn State York,York,PA,15180.0,25118.0,0.1143
Peirce College,Philadelphia,PA,15060.0,15060.0,0.0526
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,44600.0,44600.0,0.6757
Pennsylvania College of Art and Design,Lancaster,PA,31370.0,31370.0,0.6377
University of Pennsylvania,Philadelphia,PA,66104.0,66104.0,0.9681
University of the Arts,Philadelphia,PA,54290.0,54290.0,0.6919
Cairn University-Langhorne,Langhorne,PA,32625.0,32625.0,0.6516
University of Pittsburgh-Bradford,Bradford,PA,14620.0,26494.0,0.4344
University of Pittsburgh-Greensburg,Greensburg,PA,14630.0,26504.0,0.3963
University of Pittsburgh-Johnstown,Johnstown,PA,14646.0,26520.0,0.5345
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,21524.0,39890.0,0.8434
Pittsburgh Technical College,Oakdale,PA,18980.0,18980.0,0.5309
Point Park University,Pittsburgh,PA,38160.0,38160.0,0.5956
Walnut Hill College,Philadelphia,PA,23550.0,23550.0,0.6
Robert Morris University,Moon Township,PA,34940.0,34940.0,0.6555
Rosemont College,Rosemont,PA,22171.0,22171.0,0.4348
Saint Francis University,Loretto,PA,41720.0,41720.0,0.7275
Saint Joseph's University,Philadelphia,PA,51340.0,51340.0,0.7983
Saint Vincent College,Latrobe,PA,41100.0,41100.0,0.7215
University of Scranton,Scranton,PA,52309.0,52309.0,0.808
Seton Hill University,Greensburg,PA,41414.0,41414.0,0.7099
Shippensburg University of Pennsylvania,Shippensburg,PA,13544.0,15798.0,0.5161
Slippery Rock University of Pennsylvania,Slippery Rock,PA,10507.0,14615.0,0.6591
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,25023.0,25023.0,0.4444
Susquehanna University,Selinsgrove,PA,57400.0,57400.0,0.7409
Swarthmore College,Swarthmore,PA,62412.0,62412.0,0.9413
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,10869.0,10869.0,0.8158
Temple University,Philadelphia,PA,22082.0,37462.0,0.7468
Thiel College,Greenville,PA,36864.0,36864.0,0.4355
Thomas Jefferson University,Philadelphia,PA,45683.0,45683.0,0.6819
Ursinus College,Collegeville,PA,59196.0,59196.0,0.7662
University of Valley Forge,Phoenixville,PA,24510.0,24510.0,0.5612
Villanova University,Villanova,PA,64701.0,64701.0,0.9241
Washington & Jefferson College,Washington,PA,28185.0,28185.0,0.7139
Waynesburg University,Waynesburg,PA,29460.0,29460.0,0.605
West Chester University of Pennsylvania,West Chester,PA,10687.0,22511.0,0.698
Westminster College,New Wilmington,PA,39470.0,39470.0,0.6586
Widener University,Chester,PA,53638.0,53638.0,0.6351
Wilkes University,Wilkes-Barre,PA,42286.0,42286.0,0.6034
Wilson College,Chambersburg,PA,27000.0,27000.0,0.5183
Yeshivath Beth Moshe,Scranton,PA,10400.0,10400.0,0.75
York College of Pennsylvania,York,PA,24606.0,24606.0,0.5974
Brown University,Providence,RI,68230.0,68230.0,0.9595
Bryant University,Smithfield,RI,51169.0,51169.0,0.8061
Johnson & Wales University-Providence,Providence,RI,40408.0,40408.0,0.5488
New England Institute of Technology,East Greenwich,RI,35625.0,35625.0,0.5747
Providence College,Providence,RI,60848.0,60848.0,0.8785
Rhode Island College,Providence,RI,10986.0,26519.0,0.4618
University of Rhode Island,Kingston,RI,16408.0,35804.0,0.7103
Rhode Island School of Design,Providence,RI,59760.0,59760.0,0.8847
Roger Williams University,Bristol,RI,42666.0,42666.0,0.6661
Salve Regina University,Newport,RI,47930.0,47930.0,0.7492
Northpoint Bible College,Haverhill,MA,14160.0,14160.0,0.5085
Allen University,Columbia,SC,14304.0,14304.0,0.1323
Anderson University,Anderson,SC,33580.0,33580.0,0.7099
Charleston Southern University,Charleston,SC,31030.0,31030.0,0.4858
Benedict College,Columbia,SC,18000.0,18000.0,0.2115
Bob Jones University,Greenville,SC,23400.0,23400.0,0.6961
Southern Wesleyan University,Central,SC,27870.0,27870.0,0.5202
College of Charleston,Charleston,SC,12978.0,36858.0,0.6498
Citadel Military College of South Carolina,Charleston,SC,12570.0,37370.0,0.7282
Claflin University,Orangeburg,SC,17046.0,17046.0,0.4913
Clemson University,Clemson,SC,15554.0,39498.0,0.879
Clinton College,Rock Hill,SC,10516.0,10516.0,0.1111
Coker University,Hartsville,SC,31854.0,31854.0,0.3462
Columbia International University,Columbia,SC,27900.0,27900.0,0.6552
Columbia College,Columbia,SC,21450.0,21450.0,0.5346
Converse University,Spartanburg,SC,23096.0,23096.0,0.471
Erskine College,Due West,SC,36710.0,36710.0,0.4859
Francis Marion University,Florence,SC,11160.0,21544.0,0.4273
Furman University,Greenville,SC,58312.0,58312.0,0.8149
Greenville Technical College,Greenville,SC,5639.0,10657.0,0.1759
Lander University,Greenwood,SC,11700.0,21300.0,0.4876
Limestone University,Gaffney,SC,27500.0,27500.0,0.2757
Morris College,Sumter,SC,16224.0,16224.0,0.2043
Newberry College,Newberry,SC,30050.0,30050.0,0.4438
North Greenville University,Tigerville,SC,24650.0,24650.0,0.5491
Presbyterian College,Clinton,SC,43300.0,43300.0,0.619
University of South Carolina Aiken,Aiken,SC,10760.0,21218.0,0.4011
University of South Carolina Beaufort,Bluffton,SC,10730.0,21776.0,0.3859
University of South Carolina-Columbia,Columbia,SC,12688.0,34934.0,0.7775
Coastal Carolina University,Conway,SC,11640.0,29628.0,0.5084
South Carolina State University,Orangeburg,SC,11060.0,21750.0,0.2941
University of South Carolina-Upstate,Spartanburg,SC,11583.0,22545.0,0.4242
Spartanburg Methodist College,Spartanburg,SC,19350.0,19350.0,0.3833
Voorhees University,Denmark,SC,12630.0,12630.0,0.3779
Winthrop University,Rock Hill,SC,15956.0,30286.0,0.6122
Wofford College,Spartanburg,SC,54100.0,54100.0,0.8075
Augustana University,Sioux Falls,SD,39190.0,39190.0,0.7563
Black Hills State University,Spearfish,SD,9000.0,12100.0,0.3858
Dakota State University,Madison,SD,9633.0,12735.0,0.493
Dakota Wesleyan University,Mitchell,SD,32890.0,32890.0,0.4643
Mount Marty University,Yankton,SD,33100.0,33100.0,0.6055
National American University-Rapid City,Rapid City,SD,16065.0,16065.0,0.6
Northern State University,Aberdeen,SD,8845.0,11947.0,0.5224
Oglala Lakota College,Kyle,SD,2684.0,2684.0,0.1146
South Dakota School of Mines and Technology,Rapid City,SD,10400.0,14800.0,0.5817
South Dakota State University,Brookings,SD,9299.0,12809.0,0.5964
Sinte Gleska University,Mission,SD,4714.0,4714.0,0.0
University of Sioux Falls,Sioux Falls,SD,20740.0,20740.0,0.6051
Sisseton Wahpeton College,Sisseton,SD,4330.0,4330.0,0.1296
University of South Dakota,Vermillion,SD,9432.0,12942.0,0.6143
American Baptist College,Nashville,TN,12474.0,12474.0,0.3333
Austin Peay State University,Clarksville,TN,8675.0,14219.0,0.445
Baptist Health Sciences University,Memphis,TN,13846.0,13846.0,0.5375
Belmont University,Nashville,TN,41320.0,41320.0,0.717
Bethel University,McKenzie,TN,18168.0,18168.0,0.349
Bryan College-Dayton,Dayton,TN,18900.0,18900.0,0.5593
Carson-Newman University,Jefferson City,TN,34700.0,34700.0,0.4645
Christian Brothers University,Memphis,TN,37300.0,37300.0,0.5599
Cumberland University,Lebanon,TN,27840.0,27840.0,0.4698
Lipscomb University,Nashville,TN,38824.0,38824.0,0.687
East Tennessee State University,Johnson City,TN,9950.0,13790.0,0.4988
Fisk University,Nashville,TN,24298.0,24298.0,0.4351
Welch College,Gallatin,TN,20796.0,20796.0,0.6143
Freed-Hardeman University,Henderson,TN,25000.0,25000.0,0.6837
Johnson University,Knoxville,TN,20318.0,20318.0,0.6216
King University,Bristol,TN,34800.0,34800.0,0.4643
South College,Knoxville,TN,17935.0,17935.0,0.367
Lane College,Jackson,TN,11790.0,11790.0,0.1703
Le Moyne-Owen College,Memphis,TN,12076.0,12076.0,0.247
Lee University,Cleveland,TN,22690.0,22690.0,0.6067
Lincoln Memorial University,Harrogate,TN,26150.0,26150.0,0.5392
The University of Tennessee Southern,Pulaski,TN,10506.0,10506.0,0.3566
Maryville College,Maryville,TN,38514.0,38514.0,0.4718
University of Memphis,Memphis,TN,10344.0,14784.0,0.4942
Middle Tennessee State University,Murfreesboro,TN,9506.0,29042.0,0.54
Rhodes College,Memphis,TN,54892.0,54892.0,0.8164
The University of the South,Sewanee,TN,53698.0,53698.0,0.8237
Southern Adventist University,Collegedale,TN,25590.0,25590.0,0.5143
Tennessee Wesleyan University,Athens,TN,29264.0,29264.0,0.4363
The University of Tennessee-Chattanooga,Chattanooga,TN,10144.0,18208.0,0.5309
The University of Tennessee-Knoxville,Knoxville,TN,13484.0,31974.0,0.735
The University of Tennessee-Martin,Martin,TN,10208.0,16248.0,0.5483
Tennessee State University,Nashville,TN,8568.0,22284.0,0.3303
Tennessee Technological University,Cookeville,TN,10084.0,20116.0,0.5423
Trevecca Nazarene University,Nashville,TN,29790.0,29790.0,0.5481
Tusculum University,Greeneville,TN,28500.0,28500.0,0.3054
Union University,Jackson,TN,38450.0,38450.0,0.7092
Vanderbilt University,Nashville,TN,63946.0,63946.0,0.9269
Abilene Christian University,Abilene,TX,42380.0,42380.0,0.6021
Angelo State University,San Angelo,TX,8319.0,18399.0,0.4073
Arlington Baptist University,Arlington,TX,19290.0,19290.0,0.0455
Austin College,Sherman,TX,46500.0,46500.0,0.6949
Austin Community College District,Austin,TX,2550.0,10590.0,0.18
Baylor University,Waco,TX,54844.0,54844.0,0.8016
Remington College-Dallas Campus,Dallas,TX,23785.0,23785.0,0.3762
Brazosport College,Lake Jackson,TX,2388.0,4711.0,0.3867
Concordia University Texas,Austin,TX,36690.0,36690.0,0.4051
Texas A & M University-Corpus Christi,Corpus Christi,TX,9748.0,21033.0,0.3374
Dallas Baptist University,Dallas,TX,38140.0,38140.0,0.6041
Dallas Christian College,Dallas,TX,20260.0,20260.0,0.2391
University of Dallas,Irving,TX,50880.0,50880.0,0.6802
Del Mar College,Corpus Christi,TX,3440.0,6050.0,0.128
East Texas Baptist University,Marshall,TX,30050.0,30050.0,0.4797
Texas A&M University-Texarkana,Texarkana,TX,7930.0,20947.0,0.312
Texas A & M University-Commerce,Commerce,TX,10026.0,22626.0,0.4593
Dallas College,Dallas,TX,2370.0,6000.0,0.3553
Galveston College,Galveston,TX,2546.0,5726.0,0.3235
Grayson College,Denison,TX,2910.0,5850.0,0.2007
Hardin-Simmons University,Abilene,TX,31686.0,31686.0,0.4956
Trinity Valley Community College,Athens,TX,2640.0,5970.0,0.2395
Houston Christian University,Houston,TX,38100.0,38100.0,0.498
University of Houston-Clear Lake,Houston,TX,7746.0,21330.0,0.5085
Houston Community College,Houston,TX,2040.0,5460.0,0.1697
University of Houston-Downtown,Houston,TX,7708.0,17788.0,0.3376
University of Houston-Victoria,Victoria,TX,7499.0,17291.0,0.2652
University of Houston,Houston,TX,9711.0,22191.0,0.6492
Howard Payne University,Brownwood,TX,33322.0,33322.0,0.3112
Huston-Tillotson University,Austin,TX,14703.0,14703.0,0.3607
University of the Incarnate Word,San Antonio,TX,35660.0,35660.0,0.5184
Jarvis Christian University,Hawkins,TX,11720.0,11720.0,0.1508
Lamar University,Beaumont,TX,8690.0,18482.0,0.3718
Laredo College,Laredo,TX,3300.0,5748.0,0.3054
Texas A & M International University,Laredo,TX,7846.0,19382.0,0.4892
LeTourneau University,Longview,TX,35500.0,35500.0,0.6111
Lubbock Christian University,Lubbock,TX,27298.0,27298.0,0.4871
College of the Mainland,Texas City,TX,1773.0,3873.0,0.2825
University of Mary Hardin-Baylor,Belton,TX,33150.0,33150.0,0.534
McMurry University,Abilene,TX,31372.0,31372.0,0.3862
Midland College,Midland,TX,3030.0,6030.0,0.1713
Midwestern State University,Wichita Falls,TX,10310.0,12260.0,0.4128
Wade College,Dallas,TX,17692.0,17692.0,0.4545
Navarro College,Corsicana,TX,3008.0,6578.0,0.2395
Lone Star College System,The Woodlands,TX,3090.0,8700.0,0.185
University of North Texas,Denton,TX,11164.0,21244.0,0.5957
Odessa College,Odessa,TX,2640.0,4806.0,0.2794
Our Lady of the Lake University,San Antonio,TX,31728.0,31728.0,0.4243
The University of Texas Rio Grande Valley,Edinburg,TX,9859.0,19939.0,0.4927
Paul Quinn College,Dallas,TX,13498.0,13498.0,0.381
Prairie View A & M University,Prairie View,TX,11299.0,26874.0,0.4322
Rice University,Houston,TX,58128.0,58128.0,0.9569
Saint Edward's University,Austin,TX,51384.0,51384.0,0.6418
University of St Thomas,Houston,TX,33660.0,33660.0,0.6862
Sam Houston State University,Huntsville,TX,9228.0,19020.0,0.5507
San Antonio College,San Antonio,TX,3412.0,14422.0,0.2206
San Jacinto Community College,Pasadena,TX,1992.0,5352.0,0.3439
Schreiner University,Kerrville,TX,37396.0,37396.0,0.437
St. Mary's University,San Antonio,TX,36242.0,36242.0,0.5879
Southern Methodist University,Dallas,TX,64460.0,64460.0,0.8325
Southwestern Assemblies of God University,Waxahachie,TX,18610.0,18610.0,0.3553
Southwestern University,Georgetown,TX,51058.0,51058.0,0.6934
Stephen F Austin State University,Nacogdoches,TX,10600.0,20680.0,0.5175
Texas State University,San Marcos,TX,11450.0,23210.0,0.5617
Southwestern Adventist University,Keene,TX,24588.0,24588.0,0.4109
Southwestern Christian College,Terrell,TX,12121.0,12121.0,0.4918
Sul Ross State University,Alpine,TX,7592.0,17384.0,0.2744
Tarleton State University,Stephenville,TX,7878.0,17958.0,0.5123
Texas A & M University-Kingsville,Kingsville,TX,9892.0,26106.0,0.4559
Texas A & M University-College Station,College Station,TX,13099.0,40328.0,0.8378
The University of Texas at Arlington,Arlington,TX,11728.0,29660.0,0.5652
The University of Texas at Austin,Austin,TX,11678.0,42778.0,0.8764
The University of Texas at Dallas,Richardson,TX,14564.0,40064.0,0.7083
The University of Texas at El Paso,El Paso,TX,9744.0,25512.0,0.4595
The University of Texas at Tyler,Tyler,TX,9920.0,25198.0,0.4677
Texas Christian University,Fort Worth,TX,57220.0,57220.0,0.8561
Texas College,Tyler,TX,10008.0,10008.0,0.1069
Texas Lutheran University,Seguin,TX,34920.0,34920.0,0.5518
The University of Texas Permian Basin,Odessa,TX,10904.0,23212.0,0.4298
The University of Texas at San Antonio,San Antonio,TX,8991.0,21965.0,0.5119
Texas Southern University,Houston,TX,9173.0,21773.0,0.1989
Texas Tech University,Lubbock,TX,11852.0,24451.0,0.6747
Texas Wesleyan University,Fort Worth,TX,37934.0,37934.0,0.3235
Texas Woman's University,Denton,TX,8648.0,18720.0,0.4421
Trinity University,San Antonio,TX,51352.0,51352.0,0.8193
Tyler Junior College,Tyler,TX,3112.0,5752.0,0.2669
Wayland Baptist University,Plainview,TX,23186.0,23186.0,0.1919
Weatherford College,Weatherford,TX,4560.0,9630.0,0.2283
West Texas A & M University,Canyon,TX,9101.0,10996.0,0.4731
Wiley University,Marshall,TX,12500.0,12500.0,0.2
Brigham Young University,Provo,UT,6496.0,6496.0,0.8221
Brigham Young University-Hawaii,Laie,HI,6438.0,6438.0,0.5439
Utah Tech University,Saint George,UT,6074.0,17644.0,0.3421
Eagle Gate College-Murray,Murray,UT,16491.0,16491.0,0.5278
Ensign College,Salt Lake City,UT,3888.0,3888.0,0.3109
Snow College,Ephraim,UT,4564.0,14130.0,0.4665
Southern Utah University,Cedar City,UT,6770.0,20586.0,0.5899
Utah State University,Logan,UT,9228.0,24802.0,0.5732
Utah Valley University,Orem,UT,6270.0,17830.0,0.4074
University of Utah,Salt Lake City,UT,9315.0,29837.0,0.6391
Weber State University,Ogden,UT,6391.0,17084.0,0.4298
Westminster University,Salt Lake City,UT,41416.0,41416.0,0.6936
Bennington College,Bennington,VT,64644.0,64644.0,0.6667
Champlain College,Burlington,VT,45550.0,45550.0,0.6301
Goddard College,Plainfield,VT,19568.0,19568.0,0.75
Middlebury College,Middlebury,VT,65280.0,65280.0,0.9259
Norwich University,Northfield,VT,49600.0,49600.0,0.6103
